ICD_10_CD,disease_name,age_group,year,week,count
A02,Salmonellosis,20-24 years,2015,33,4
A02,Salmonellosis,25-34 years,2015,33,5
A02,Salmonellosis,35-54 years,2015,33,12
A02,Salmonellosis,5-9 years,2015,33,1
A02,Salmonellosis,65-79 years,2015,33,3
A02,Salmonellosis,<1 year,2015,34,2
A02,Salmonellosis,10-14 years,2015,34,3
A02,Salmonellosis,1-4 years,2015,34,4
A02,Salmonellosis,15-19 years,2015,34,1
A02,Salmonellosis,20-24 years,2015,34,3
A02,Salmonellosis,25-34 years,2015,34,2
A02,Salmonellosis,35-54 years,2015,34,4
A02,Salmonellosis,55-64 years,2015,34,1
A02,Salmonellosis,5-9 years,2015,34,7
A02,Salmonellosis,65-79 years,2015,34,2
A02,Salmonellosis,<1 year,2015,35,3
A02,Salmonellosis,1-4 years,2015,35,2
A02,Salmonellosis,15-19 years,2015,35,1
A02,Salmonellosis,20-24 years,2015,35,1
A02,Salmonellosis,25-34 years,2015,35,9
A02,Salmonellosis,35-54 years,2015,35,4
A02,Salmonellosis,55-64 years,2015,35,6
A02,Salmonellosis,5-9 years,2015,35,3
A02,Salmonellosis,65-79 years,2015,35,2
A02,Salmonellosis,80+ years,2015,35,1
A02,Salmonellosis,1-4 years,2015,36,2
A02,Salmonellosis,15-19 years,2015,36,2
A02,Salmonellosis,20-24 years,2015,36,3
A02,Salmonellosis,25-34 years,2015,36,8
A02,Salmonellosis,35-54 years,2015,36,2
A02,Salmonellosis,55-64 years,2015,36,3
A02,Salmonellosis,65-79 years,2015,36,1
A02,Salmonellosis,80+ years,2015,36,1
A02,Salmonellosis,10-14 years,2015,37,2
A02,Salmonellosis,1-4 years,2015,37,3
A02,Salmonellosis,25-34 years,2015,37,3
A02,Salmonellosis,35-54 years,2015,37,5
A02,Salmonellosis,55-64 years,2015,37,1
A02,Salmonellosis,65-79 years,2015,37,2
A02,Salmonellosis,80+ years,2015,37,1
A02,Salmonellosis,<1 year,2015,38,1
A02,Salmonellosis,1-4 years,2015,38,4
A02,Salmonellosis,25-34 years,2015,38,4
A02,Salmonellosis,35-54 years,2015,38,3
A02,Salmonellosis,55-64 years,2015,38,1
A02,Salmonellosis,5-9 years,2015,38,3
A02,Salmonellosis,<1 year,2015,39,4
A02,Salmonellosis,10-14 years,2015,39,2
A02,Salmonellosis,1-4 years,2015,39,1
A02,Salmonellosis,15-19 years,2015,39,2
A02,Salmonellosis,25-34 years,2015,39,3
A02,Salmonellosis,35-54 years,2015,39,6
A02,Salmonellosis,55-64 years,2015,39,2
A02,Salmonellosis,5-9 years,2015,39,1
A02,Salmonellosis,80+ years,2015,39,2
A02,Salmonellosis,1-4 years,2015,40,2
A02,Salmonellosis,15-19 years,2015,40,2
A02,Salmonellosis,20-24 years,2015,40,3
A02,Salmonellosis,25-34 years,2015,40,5
A02,Salmonellosis,35-54 years,2015,40,4
A02,Salmonellosis,55-64 years,2015,40,2
A02,Salmonellosis,5-9 years,2015,40,2
A02,Salmonellosis,65-79 years,2015,40,2
A02,Salmonellosis,80+ years,2015,40,1
A02,Salmonellosis,<1 year,2015,41,2
A02,Salmonellosis,10-14 years,2015,41,1
A02,Salmonellosis,15-19 years,2015,41,1
A02,Salmonellosis,20-24 years,2015,41,2
A02,Salmonellosis,25-34 years,2015,41,4
A02,Salmonellosis,35-54 years,2015,41,7
A02,Salmonellosis,55-64 years,2015,41,1
A02,Salmonellosis,65-79 years,2015,41,2
A02,Salmonellosis,80+ years,2015,41,1
A02,Salmonellosis,<1 year,2015,42,2
A02,Salmonellosis,1-4 years,2015,42,1
A02,Salmonellosis,15-19 years,2015,42,2
A02,Salmonellosis,20-24 years,2015,42,4
A02,Salmonellosis,25-34 years,2015,42,3
A02,Salmonellosis,35-54 years,2015,42,6
A02,Salmonellosis,5-9 years,2015,42,1
A02,Salmonellosis,65-79 years,2015,42,4
A02,Salmonellosis,<1 year,2015,43,1
A02,Salmonellosis,10-14 years,2015,43,1
A02,Salmonellosis,1-4 years,2015,43,1
A02,Salmonellosis,20-24 years,2015,43,1
A02,Salmonellosis,25-34 years,2015,43,1
A02,Salmonellosis,35-54 years,2015,43,7
A02,Salmonellosis,55-64 years,2015,43,3
A02,Salmonellosis,65-79 years,2015,43,3
A02,Salmonellosis,1-4 years,2015,44,2
A02,Salmonellosis,20-24 years,2015,44,2
A02,Salmonellosis,25-34 years,2015,44,3
A02,Salmonellosis,35-54 years,2015,44,2
A02,Salmonellosis,5-9 years,2015,44,1
A02,Salmonellosis,65-79 years,2015,44,2
A02,Salmonellosis,<1 year,2015,45,1
A02,Salmonellosis,10-14 years,2015,45,1
A02,Salmonellosis,1-4 years,2015,45,3
A02,Salmonellosis,15-19 years,2015,45,1
A02,Salmonellosis,25-34 years,2015,45,3
A02,Salmonellosis,35-54 years,2015,45,4
A02,Salmonellosis,55-64 years,2015,45,1
A02,Salmonellosis,5-9 years,2015,45,1
A02,Salmonellosis,65-79 years,2015,45,3
A02,Salmonellosis,<1 year,2015,46,1
A02,Salmonellosis,10-14 years,2015,46,3
A02,Salmonellosis,1-4 years,2015,46,1
A02,Salmonellosis,15-19 years,2015,46,1
A02,Salmonellosis,20-24 years,2015,46,4
A02,Salmonellosis,25-34 years,2015,46,5
A02,Salmonellosis,35-54 years,2015,46,7
A02,Salmonellosis,55-64 years,2015,46,5
A02,Salmonellosis,5-9 years,2015,46,4
A02,Salmonellosis,65-79 years,2015,46,4
A02,Salmonellosis,80+ years,2015,46,1
A02,Salmonellosis,10-14 years,2015,47,3
A02,Salmonellosis,1-4 years,2015,47,6
A02,Salmonellosis,25-34 years,2015,47,8
A02,Salmonellosis,35-54 years,2015,47,5
A02,Salmonellosis,5-9 years,2015,47,4
A02,Salmonellosis,1-4 years,2015,48,1
A02,Salmonellosis,15-19 years,2015,48,1
A02,Salmonellosis,20-24 years,2015,48,1
A02,Salmonellosis,25-34 years,2015,48,3
A02,Salmonellosis,35-54 years,2015,48,6
A02,Salmonellosis,55-64 years,2015,48,3
A02,Salmonellosis,5-9 years,2015,48,2
A02,Salmonellosis,65-79 years,2015,48,2
A02,Salmonellosis,<1 year,2015,49,2
A02,Salmonellosis,1-4 years,2015,49,2
A02,Salmonellosis,20-24 years,2015,49,1
A02,Salmonellosis,25-34 years,2015,49,2
A02,Salmonellosis,35-54 years,2015,49,8
A02,Salmonellosis,55-64 years,2015,49,4
A02,Salmonellosis,65-79 years,2015,49,3
A02,Salmonellosis,80+ years,2015,49,2
A02,Salmonellosis,10-14 years,2015,50,1
A02,Salmonellosis,20-24 years,2015,50,2
A02,Salmonellosis,25-34 years,2015,50,2
A02,Salmonellosis,35-54 years,2015,50,3
A02,Salmonellosis,55-64 years,2015,50,1
A02,Salmonellosis,5-9 years,2015,50,1
A02,Salmonellosis,65-79 years,2015,50,2
A02,Salmonellosis,<1 year,2015,51,1
A02,Salmonellosis,10-14 years,2015,51,2
A02,Salmonellosis,1-4 years,2015,51,3
A02,Salmonellosis,15-19 years,2015,51,1
A02,Salmonellosis,20-24 years,2015,51,2
A02,Salmonellosis,25-34 years,2015,51,4
A02,Salmonellosis,35-54 years,2015,51,6
A02,Salmonellosis,55-64 years,2015,51,4
A02,Salmonellosis,5-9 years,2015,51,2
A02,Salmonellosis,65-79 years,2015,51,1
A02,Salmonellosis,<1 year,2015,52,1
A02,Salmonellosis,20-24 years,2015,52,3
A02,Salmonellosis,25-34 years,2015,52,7
A02,Salmonellosis,55-64 years,2015,52,1
A02,Salmonellosis,80+ years,2015,52,2
A02,Salmonellosis,1-4 years,2016,0,1
A02,Salmonellosis,25-34 years,2016,0,1
A02,Salmonellosis,10-14 years,2016,1,1
A02,Salmonellosis,1-4 years,2016,1,2
A02,Salmonellosis,25-34 years,2016,1,4
A02,Salmonellosis,35-54 years,2016,1,2
A02,Salmonellosis,5-9 years,2016,1,2
A02,Salmonellosis,<1 year,2016,2,1
A02,Salmonellosis,10-14 years,2016,2,4
A02,Salmonellosis,1-4 years,2016,2,2
A02,Salmonellosis,15-19 years,2016,2,1
A02,Salmonellosis,20-24 years,2016,2,1
A02,Salmonellosis,25-34 years,2016,2,3
A02,Salmonellosis,35-54 years,2016,2,14
A02,Salmonellosis,55-64 years,2016,2,2
A02,Salmonellosis,5-9 years,2016,2,1
A02,Salmonellosis,65-79 years,2016,2,1
A02,Salmonellosis,10-14 years,2016,3,2
A02,Salmonellosis,1-4 years,2016,3,4
A02,Salmonellosis,15-19 years,2016,3,1
A02,Salmonellosis,20-24 years,2016,3,2
A02,Salmonellosis,25-34 years,2016,3,3
A02,Salmonellosis,35-54 years,2016,3,7
A02,Salmonellosis,55-64 years,2016,3,5
A02,Salmonellosis,5-9 years,2016,3,2
A02,Salmonellosis,65-79 years,2016,3,3
A02,Salmonellosis,80+ years,2016,3,1
A02,Salmonellosis,1-4 years,2016,4,2
A02,Salmonellosis,20-24 years,2016,4,4
A02,Salmonellosis,25-34 years,2016,4,6
A02,Salmonellosis,35-54 years,2016,4,8
A02,Salmonellosis,55-64 years,2016,4,2
A02,Salmonellosis,5-9 years,2016,4,1
A02,Salmonellosis,65-79 years,2016,4,1
A02,Salmonellosis,10-14 years,2016,5,2
A02,Salmonellosis,1-4 years,2016,5,4
A02,Salmonellosis,15-19 years,2016,5,1
A02,Salmonellosis,20-24 years,2016,5,1
A02,Salmonellosis,25-34 years,2016,5,4
A02,Salmonellosis,35-54 years,2016,5,3
A02,Salmonellosis,55-64 years,2016,5,2
A02,Salmonellosis,5-9 years,2016,5,2
A02,Salmonellosis,65-79 years,2016,5,2
A02,Salmonellosis,80+ years,2016,5,1
A02,Salmonellosis,<1 year,2016,6,1
A02,Salmonellosis,10-14 years,2016,6,1
A02,Salmonellosis,1-4 years,2016,6,2
A02,Salmonellosis,15-19 years,2016,6,2
A02,Salmonellosis,20-24 years,2016,6,1
A02,Salmonellosis,35-54 years,2016,6,7
A02,Salmonellosis,55-64 years,2016,6,3
A02,Salmonellosis,5-9 years,2016,6,3
A02,Salmonellosis,65-79 years,2016,6,3
A02,Salmonellosis,Unknown,2016,6,1
A02,Salmonellosis,1-4 years,2016,7,3
A02,Salmonellosis,15-19 years,2016,7,1
A02,Salmonellosis,20-24 years,2016,7,3
A02,Salmonellosis,25-34 years,2016,7,5
A02,Salmonellosis,35-54 years,2016,7,8
A02,Salmonellosis,55-64 years,2016,7,1
A02,Salmonellosis,5-9 years,2016,7,1
A02,Salmonellosis,65-79 years,2016,7,1
A02,Salmonellosis,80+ years,2016,7,1
A02,Salmonellosis,<1 year,2016,8,1
A02,Salmonellosis,1-4 years,2016,8,1
A02,Salmonellosis,15-19 years,2016,8,2
A02,Salmonellosis,20-24 years,2016,8,1
A02,Salmonellosis,25-34 years,2016,8,3
A02,Salmonellosis,35-54 years,2016,8,7
A02,Salmonellosis,55-64 years,2016,8,2
A02,Salmonellosis,5-9 years,2016,8,1
A02,Salmonellosis,65-79 years,2016,8,2
A02,Salmonellosis,1-4 years,2016,9,1
A02,Salmonellosis,20-24 years,2016,9,1
A02,Salmonellosis,25-34 years,2016,9,2
A02,Salmonellosis,35-54 years,2016,9,4
A02,Salmonellosis,5-9 years,2016,9,1
A02,Salmonellosis,65-79 years,2016,9,1
A02,Salmonellosis,10-14 years,2016,10,2
A02,Salmonellosis,1-4 years,2016,10,1
A02,Salmonellosis,15-19 years,2016,10,1
A02,Salmonellosis,20-24 years,2016,10,1
A02,Salmonellosis,25-34 years,2016,10,7
A02,Salmonellosis,35-54 years,2016,10,5
A02,Salmonellosis,55-64 years,2016,10,4
A02,Salmonellosis,65-79 years,2016,10,1
A02,Salmonellosis,10-14 years,2016,11,1
A02,Salmonellosis,1-4 years,2016,11,3
A02,Salmonellosis,20-24 years,2016,11,1
A02,Salmonellosis,25-34 years,2016,11,1
A02,Salmonellosis,35-54 years,2016,11,6
A02,Salmonellosis,55-64 years,2016,11,1
A02,Salmonellosis,5-9 years,2016,11,1
A02,Salmonellosis,<1 year,2016,12,1
A02,Salmonellosis,1-4 years,2016,12,1
A02,Salmonellosis,20-24 years,2016,12,2
A02,Salmonellosis,25-34 years,2016,12,6
A02,Salmonellosis,35-54 years,2016,12,6
A02,Salmonellosis,55-64 years,2016,12,3
A02,Salmonellosis,5-9 years,2016,12,1
A02,Salmonellosis,65-79 years,2016,12,1
A02,Salmonellosis,10-14 years,2016,13,2
A02,Salmonellosis,1-4 years,2016,13,1
A02,Salmonellosis,20-24 years,2016,13,2
A02,Salmonellosis,25-34 years,2016,13,3
A02,Salmonellosis,35-54 years,2016,13,3
A02,Salmonellosis,55-64 years,2016,13,3
A02,Salmonellosis,65-79 years,2016,13,2
A02,Salmonellosis,80+ years,2016,13,1
A02,Salmonellosis,<1 year,2016,14,1
A02,Salmonellosis,10-14 years,2016,14,3
A02,Salmonellosis,1-4 years,2016,14,1
A02,Salmonellosis,20-24 years,2016,14,1
A02,Salmonellosis,25-34 years,2016,14,6
A02,Salmonellosis,35-54 years,2016,14,3
A02,Salmonellosis,80+ years,2016,14,1
A02,Salmonellosis,10-14 years,2016,15,1
A02,Salmonellosis,1-4 years,2016,15,1
A02,Salmonellosis,20-24 years,2016,15,1
A02,Salmonellosis,25-34 years,2016,15,7
A02,Salmonellosis,35-54 years,2016,15,6
A02,Salmonellosis,55-64 years,2016,15,3
A02,Salmonellosis,5-9 years,2016,15,3
A02,Salmonellosis,65-79 years,2016,15,1
A02,Salmonellosis,80+ years,2016,15,1
A02,Salmonellosis,1-4 years,2016,16,2
A02,Salmonellosis,15-19 years,2016,16,3
A02,Salmonellosis,25-34 years,2016,16,2
A02,Salmonellosis,35-54 years,2016,16,4
A02,Salmonellosis,55-64 years,2016,16,3
A02,Salmonellosis,5-9 years,2016,16,2
A02,Salmonellosis,<1 year,2016,17,3
A02,Salmonellosis,1-4 years,2016,17,2
A02,Salmonellosis,20-24 years,2016,17,1
A02,Salmonellosis,25-34 years,2016,17,7
A02,Salmonellosis,35-54 years,2016,17,15
A02,Salmonellosis,55-64 years,2016,17,2
A02,Salmonellosis,5-9 years,2016,17,1
A02,Salmonellosis,65-79 years,2016,17,3
A02,Salmonellosis,<1 year,2016,18,1
A02,Salmonellosis,10-14 years,2016,18,3
A02,Salmonellosis,1-4 years,2016,18,3
A02,Salmonellosis,25-34 years,2016,18,6
A02,Salmonellosis,35-54 years,2016,18,3
A02,Salmonellosis,55-64 years,2016,18,1
A02,Salmonellosis,5-9 years,2016,18,2
A02,Salmonellosis,65-79 years,2016,18,2
A02,Salmonellosis,10-14 years,2016,19,1
A02,Salmonellosis,1-4 years,2016,19,1
A02,Salmonellosis,15-19 years,2016,19,1
A02,Salmonellosis,20-24 years,2016,19,1
A02,Salmonellosis,25-34 years,2016,19,2
A02,Salmonellosis,35-54 years,2016,19,6
A02,Salmonellosis,55-64 years,2016,19,3
A02,Salmonellosis,65-79 years,2016,19,2
A02,Salmonellosis,<1 year,2016,20,1
A02,Salmonellosis,1-4 years,2016,20,1
A02,Salmonellosis,15-19 years,2016,20,1
A02,Salmonellosis,20-24 years,2016,20,3
A02,Salmonellosis,25-34 years,2016,20,5
A02,Salmonellosis,35-54 years,2016,20,9
A02,Salmonellosis,55-64 years,2016,20,1
A02,Salmonellosis,5-9 years,2016,20,3
A02,Salmonellosis,80+ years,2016,20,1
A02,Salmonellosis,10-14 years,2016,21,2
A02,Salmonellosis,1-4 years,2016,21,2
A02,Salmonellosis,15-19 years,2016,21,1
A02,Salmonellosis,20-24 years,2016,21,2
A02,Salmonellosis,25-34 years,2016,21,5
A02,Salmonellosis,35-54 years,2016,21,4
A02,Salmonellosis,55-64 years,2016,21,2
A02,Salmonellosis,5-9 years,2016,21,2
A02,Salmonellosis,65-79 years,2016,21,1
A02,Salmonellosis,80+ years,2016,21,1
A02,Salmonellosis,1-4 years,2016,22,2
A02,Salmonellosis,20-24 years,2016,22,4
A02,Salmonellosis,25-34 years,2016,22,6
A02,Salmonellosis,35-54 years,2016,22,5
A02,Salmonellosis,55-64 years,2016,22,1
A02,Salmonellosis,5-9 years,2016,22,2
A02,Salmonellosis,65-79 years,2016,22,1
A02,Salmonellosis,<1 year,2016,23,2
A02,Salmonellosis,1-4 years,2016,23,4
A02,Salmonellosis,15-19 years,2016,23,2
A02,Salmonellosis,25-34 years,2016,23,3
A02,Salmonellosis,35-54 years,2016,23,4
A02,Salmonellosis,55-64 years,2016,23,2
A02,Salmonellosis,5-9 years,2016,23,2
A02,Salmonellosis,<1 year,2016,24,1
A02,Salmonellosis,1-4 years,2016,24,3
A02,Salmonellosis,20-24 years,2016,24,4
A02,Salmonellosis,25-34 years,2016,24,5
A02,Salmonellosis,35-54 years,2016,24,6
A02,Salmonellosis,5-9 years,2016,24,1
A02,Salmonellosis,65-79 years,2016,24,3
A02,Salmonellosis,80+ years,2016,24,1
A02,Salmonellosis,1-4 years,2016,25,2
A02,Salmonellosis,20-24 years,2016,25,2
A02,Salmonellosis,25-34 years,2016,25,2
A02,Salmonellosis,35-54 years,2016,25,3
A02,Salmonellosis,55-64 years,2016,25,5
A02,Salmonellosis,65-79 years,2016,25,1
A02,Salmonellosis,80+ years,2016,25,1
A02,Salmonellosis,1-4 years,2016,26,2
A02,Salmonellosis,15-19 years,2016,26,1
A02,Salmonellosis,20-24 years,2016,26,3
A02,Salmonellosis,25-34 years,2016,26,3
A02,Salmonellosis,35-54 years,2016,26,3
A02,Salmonellosis,55-64 years,2016,26,2
A02,Salmonellosis,65-79 years,2016,26,1
A02,Salmonellosis,1-4 years,2016,27,1
A02,Salmonellosis,20-24 years,2016,27,2
A02,Salmonellosis,25-34 years,2016,27,2
A02,Salmonellosis,35-54 years,2016,27,9
A02,Salmonellosis,55-64 years,2016,27,2
A02,Salmonellosis,5-9 years,2016,27,1
A02,Salmonellosis,10-14 years,2016,28,2
A02,Salmonellosis,1-4 years,2016,28,1
A02,Salmonellosis,15-19 years,2016,28,2
A02,Salmonellosis,20-24 years,2016,28,3
A02,Salmonellosis,25-34 years,2016,28,2
A02,Salmonellosis,35-54 years,2016,28,6
A02,Salmonellosis,55-64 years,2016,28,6
A02,Salmonellosis,5-9 years,2016,28,3
A02,Salmonellosis,<1 year,2016,29,1
A02,Salmonellosis,15-19 years,2016,29,2
A02,Salmonellosis,20-24 years,2016,29,2
A02,Salmonellosis,25-34 years,2016,29,6
A02,Salmonellosis,35-54 years,2016,29,5
A02,Salmonellosis,55-64 years,2016,29,1
A02,Salmonellosis,5-9 years,2016,29,1
A02,Salmonellosis,65-79 years,2016,29,1
A02,Salmonellosis,<1 year,2016,30,2
A02,Salmonellosis,10-14 years,2016,30,1
A02,Salmonellosis,1-4 years,2016,30,4
A02,Salmonellosis,15-19 years,2016,30,1
A02,Salmonellosis,25-34 years,2016,30,3
A02,Salmonellosis,35-54 years,2016,30,4
A02,Salmonellosis,55-64 years,2016,30,4
A02,Salmonellosis,5-9 years,2016,30,6
A02,Salmonellosis,65-79 years,2016,30,1
A02,Salmonellosis,<1 year,2016,31,2
A02,Salmonellosis,10-14 years,2016,31,2
A02,Salmonellosis,1-4 years,2016,31,2
A02,Salmonellosis,15-19 years,2016,31,2
A02,Salmonellosis,25-34 years,2016,31,5
A02,Salmonellosis,35-54 years,2016,31,4
A02,Salmonellosis,55-64 years,2016,31,2
A02,Salmonellosis,5-9 years,2016,31,1
A02,Salmonellosis,65-79 years,2016,31,3
A02,Salmonellosis,<1 year,2016,32,1
A02,Salmonellosis,10-14 years,2016,32,4
A02,Salmonellosis,1-4 years,2016,32,1
A02,Salmonellosis,15-19 years,2016,32,2
A02,Salmonellosis,20-24 years,2016,32,1
A02,Salmonellosis,25-34 years,2016,32,5
A02,Salmonellosis,35-54 years,2016,32,14
A02,Salmonellosis,55-64 years,2016,32,3
A02,Salmonellosis,5-9 years,2016,32,4
A02,Salmonellosis,65-79 years,2016,32,4
A02,Salmonellosis,<1 year,2016,33,2
A02,Salmonellosis,10-14 years,2016,33,2
A02,Salmonellosis,1-4 years,2016,33,5
A02,Salmonellosis,15-19 years,2016,33,1
A02,Salmonellosis,20-24 years,2016,33,1
A02,Salmonellosis,25-34 years,2016,33,9
A02,Salmonellosis,35-54 years,2016,33,5
A02,Salmonellosis,55-64 years,2016,33,4
A02,Salmonellosis,65-79 years,2016,33,4
A02,Salmonellosis,80+ years,2016,33,2
A02,Salmonellosis,<1 year,2016,34,3
A02,Salmonellosis,10-14 years,2016,34,1
A02,Salmonellosis,1-4 years,2016,34,3
A02,Salmonellosis,15-19 years,2016,34,1
A02,Salmonellosis,20-24 years,2016,34,4
A02,Salmonellosis,25-34 years,2016,34,2
A02,Salmonellosis,35-54 years,2016,34,6
A02,Salmonellosis,55-64 years,2016,34,1
A02,Salmonellosis,5-9 years,2016,34,4
A02,Salmonellosis,65-79 years,2016,34,3
A02,Salmonellosis,80+ years,2016,34,1
A02,Salmonellosis,<1 year,2016,35,1
A02,Salmonellosis,10-14 years,2016,35,1
A02,Salmonellosis,1-4 years,2016,35,2
A02,Salmonellosis,15-19 years,2016,35,1
A02,Salmonellosis,20-24 years,2016,35,5
A02,Salmonellosis,25-34 years,2016,35,3
A02,Salmonellosis,35-54 years,2016,35,16
A02,Salmonellosis,55-64 years,2016,35,6
A02,Salmonellosis,5-9 years,2016,35,4
A02,Salmonellosis,65-79 years,2016,35,2
A02,Salmonellosis,<1 year,2016,36,1
A02,Salmonellosis,1-4 years,2016,36,4
A02,Salmonellosis,15-19 years,2016,36,1
A02,Salmonellosis,20-24 years,2016,36,3
A02,Salmonellosis,25-34 years,2016,36,4
A02,Salmonellosis,35-54 years,2016,36,7
A02,Salmonellosis,55-64 years,2016,36,2
A02,Salmonellosis,5-9 years,2016,36,2
A02,Salmonellosis,65-79 years,2016,36,1
A02,Salmonellosis,<1 year,2016,37,3
A02,Salmonellosis,10-14 years,2016,37,1
A02,Salmonellosis,1-4 years,2016,37,3
A02,Salmonellosis,20-24 years,2016,37,1
A02,Salmonellosis,25-34 years,2016,37,7
A02,Salmonellosis,35-54 years,2016,37,8
A02,Salmonellosis,55-64 years,2016,37,2
A02,Salmonellosis,5-9 years,2016,37,2
A02,Salmonellosis,65-79 years,2016,37,2
A02,Salmonellosis,80+ years,2016,37,1
A02,Salmonellosis,10-14 years,2016,38,1
A02,Salmonellosis,1-4 years,2016,38,2
A02,Salmonellosis,15-19 years,2016,38,2
A02,Salmonellosis,20-24 years,2016,38,2
A02,Salmonellosis,25-34 years,2016,38,5
A02,Salmonellosis,35-54 years,2016,38,2
A02,Salmonellosis,5-9 years,2016,38,1
A02,Salmonellosis,65-79 years,2016,38,2
A02,Salmonellosis,<1 year,2016,39,1
A02,Salmonellosis,1-4 years,2016,39,3
A02,Salmonellosis,15-19 years,2016,39,1
A02,Salmonellosis,20-24 years,2016,39,4
A02,Salmonellosis,25-34 years,2016,39,3
A02,Salmonellosis,35-54 years,2016,39,2
A02,Salmonellosis,55-64 years,2016,39,2
A02,Salmonellosis,5-9 years,2016,39,1
A02,Salmonellosis,65-79 years,2016,39,1
A02,Salmonellosis,80+ years,2016,39,1
A02,Salmonellosis,10-14 years,2016,40,1
A02,Salmonellosis,1-4 years,2016,40,3
A02,Salmonellosis,15-19 years,2016,40,2
A02,Salmonellosis,20-24 years,2016,40,1
A02,Salmonellosis,25-34 years,2016,40,1
A02,Salmonellosis,35-54 years,2016,40,7
A02,Salmonellosis,55-64 years,2016,40,2
A02,Salmonellosis,5-9 years,2016,40,2
A02,Salmonellosis,65-79 years,2016,40,2
A02,Salmonellosis,80+ years,2016,40,1
A02,Salmonellosis,<1 year,2016,41,1
A02,Salmonellosis,1-4 years,2016,41,2
A02,Salmonellosis,20-24 years,2016,41,1
A02,Salmonellosis,25-34 years,2016,41,2
A02,Salmonellosis,35-54 years,2016,41,2
A02,Salmonellosis,55-64 years,2016,41,1
A02,Salmonellosis,5-9 years,2016,41,1
A02,Salmonellosis,<1 year,2016,42,1
A02,Salmonellosis,1-4 years,2016,42,2
A02,Salmonellosis,15-19 years,2016,42,2
A02,Salmonellosis,20-24 years,2016,42,2
A02,Salmonellosis,25-34 years,2016,42,3
A02,Salmonellosis,35-54 years,2016,42,9
A02,Salmonellosis,55-64 years,2016,42,3
A02,Salmonellosis,5-9 years,2016,42,1
A02,Salmonellosis,65-79 years,2016,42,4
A02,Salmonellosis,<1 year,2016,43,1
A02,Salmonellosis,1-4 years,2016,43,6
A02,Salmonellosis,15-19 years,2016,43,1
A02,Salmonellosis,25-34 years,2016,43,6
A02,Salmonellosis,35-54 years,2016,43,4
A02,Salmonellosis,5-9 years,2016,43,2
A02,Salmonellosis,65-79 years,2016,43,1
A02,Salmonellosis,80+ years,2016,43,1
A02,Salmonellosis,<1 year,2016,44,1
A02,Salmonellosis,10-14 years,2016,44,1
A02,Salmonellosis,1-4 years,2016,44,4
A02,Salmonellosis,20-24 years,2016,44,2
A02,Salmonellosis,25-34 years,2016,44,5
A02,Salmonellosis,35-54 years,2016,44,6
A02,Salmonellosis,55-64 years,2016,44,2
A02,Salmonellosis,5-9 years,2016,44,3
A02,Salmonellosis,65-79 years,2016,44,2
A02,Salmonellosis,<1 year,2016,45,2
A02,Salmonellosis,10-14 years,2016,45,1
A02,Salmonellosis,1-4 years,2016,45,3
A02,Salmonellosis,20-24 years,2016,45,1
A02,Salmonellosis,25-34 years,2016,45,2
A02,Salmonellosis,35-54 years,2016,45,3
A02,Salmonellosis,55-64 years,2016,45,1
A02,Salmonellosis,5-9 years,2016,45,2
A02,Salmonellosis,65-79 years,2016,45,4
A02,Salmonellosis,10-14 years,2016,46,1
A02,Salmonellosis,1-4 years,2016,46,2
A02,Salmonellosis,20-24 years,2016,46,1
A02,Salmonellosis,25-34 years,2016,46,3
A02,Salmonellosis,35-54 years,2016,46,4
A02,Salmonellosis,55-64 years,2016,46,1
A02,Salmonellosis,5-9 years,2016,46,2
A02,Salmonellosis,65-79 years,2016,46,2
A02,Salmonellosis,<1 year,2016,47,1
A02,Salmonellosis,1-4 years,2016,47,5
A02,Salmonellosis,20-24 years,2016,47,1
A02,Salmonellosis,25-34 years,2016,47,5
A02,Salmonellosis,35-54 years,2016,47,5
A02,Salmonellosis,55-64 years,2016,47,3
A02,Salmonellosis,5-9 years,2016,47,3
A02,Salmonellosis,65-79 years,2016,47,2
A02,Salmonellosis,80+ years,2016,47,2
A02,Salmonellosis,<1 year,2016,48,1
A02,Salmonellosis,10-14 years,2016,48,2
A02,Salmonellosis,1-4 years,2016,48,2
A02,Salmonellosis,15-19 years,2016,48,4
A02,Salmonellosis,20-24 years,2016,48,1
A02,Salmonellosis,25-34 years,2016,48,3
A02,Salmonellosis,35-54 years,2016,48,4
A02,Salmonellosis,5-9 years,2016,48,1
A02,Salmonellosis,65-79 years,2016,48,2
A02,Salmonellosis,80+ years,2016,48,1
A02,Salmonellosis,<1 year,2016,49,1
A02,Salmonellosis,1-4 years,2016,49,3
A02,Salmonellosis,20-24 years,2016,49,2
A02,Salmonellosis,25-34 years,2016,49,10
A02,Salmonellosis,35-54 years,2016,49,3
A02,Salmonellosis,5-9 years,2016,49,1
A02,Salmonellosis,65-79 years,2016,49,2
A02,Salmonellosis,80+ years,2016,49,2
A02,Salmonellosis,10-14 years,2016,50,1
A02,Salmonellosis,1-4 years,2016,50,1
A02,Salmonellosis,25-34 years,2016,50,4
A02,Salmonellosis,35-54 years,2016,50,5
A02,Salmonellosis,55-64 years,2016,50,3
A02,Salmonellosis,5-9 years,2016,50,2
A02,Salmonellosis,65-79 years,2016,50,1
A02,Salmonellosis,10-14 years,2016,51,3
A02,Salmonellosis,1-4 years,2016,51,1
A02,Salmonellosis,15-19 years,2016,51,1
A02,Salmonellosis,20-24 years,2016,51,1
A02,Salmonellosis,25-34 years,2016,51,3
