disease,nesting_disease,historical_disease_family,historical_disease,historical_disease_subclass,icd_7,icd_7_subclass,icd_9,icd_9_subclass,cleaned_category,infection_type,infectious_agent,body_system_primarily_affected,organ_primarily_affected,additional_info,missing_info,pattern_family,pattern,pattern_subclass,exact_family,exact,exact_subclass,link_family,link,link_subclass,notes,original_dataset_id,scan_id,digitization_id
meningococcal-infections,,,"Meningococcal Disease, Invasive",,,,,,,bacterial,Neisseria-meningitidis,unspecified,,,,,,,,,,,https://en.wikipedia.org/wiki/Meningococcal_disease,,,,,
meningococcal-infections,,,"Meningitis, meningococcal",,,,,,,bacterial,Neisseria-meningitis,CNS,,,,,meningitis,,,bacterial meningitis,,,https://en.wikipedia.org/wiki/Meningitis#Bacterial,,,,,
meningococcal-infections,,,"Meningitis, Meningococcal",,,,,,,bacterial,Neisseria-meningitis,CNS,,,,,meningitis,,,bacterial meningitis,,,https://en.wikipedia.org/wiki/Meningitis#Bacterial,,,,,
meningococcal-infections,,,Meningococcal infections,,057,,,,,bacterial,Neisseria-meningitidis,unspecified,,,,,meningococcal,,,meningococcal.*tion$,,,https://en.wikipedia.org/wiki/Meningococcal_disease,,,,,
meningococcal-infections,,Other bacterial diseases,Meningococcal infections,,036,,,,,bacterial,Neisseria-meningitidis,unspecified,,,,,meningococcal,,,meningococcal.*tion$,,,https://en.wikipedia.org/wiki/Meningococcal_disease,,,,,
meningococcal-infections,,Other bacterial diseases,Meningcoccal infections,,036,,,,,,,,,,,,,,,,,,,,,,,
meningococcal-infections,,,Meningococcal infections,,036,,,,,bacterial,Neisseria-meningitidis,unspecified,,,,,meningococcal,,,meningococcal.*tion$,,,https://en.wikipedia.org/wiki/Meningococcal_disease,,,,,
meningococcal-infections,,,Meningococcal infections,,,,036,,,bacterial,Neisseria-meningitidis,unspecified,,,,,meningococcal,,,meningococcal.*tion$,,,https://en.wikipedia.org/wiki/Meningococcal_disease,,,,,
meningococcal-infections,,,"meningococcal disease, invasive",,,,,,,bacterial,Neisseria-meningitidis,unspecified,,,,,,,,,,,https://en.wikipedia.org/wiki/Meningococcal_disease,,,,,
meningococcal-septicemia,meningococcal-infections,,Meningococcus Septicaemia,,,,,,,bacterial,Neisseria-meningitidis,circulatory,,,,,meningococcal,,,meningococcal.*tion$,,,https://en.wikipedia.org/wiki/Meningococcal_disease,,,,,
meningococcal-septicemia,meningococcal-infections,,Meningooccus Septicemia,,,,,,,bacterial,Neisseria-meningitidis,circulatory,,,,,meningococcal,,,meningococcal.*tion$,,,https://en.wikipedia.org/wiki/Meningococcal_disease,,,,,
methicillin-and-vancomycin-res-staph-aureus,,,MRSA/VRSA,,,,B95.6,,,,,,,,,,,,,,,,,,,,,
methicillin-res-staph-aureus,,,MRSA,,,,B95.6,,,,,,,,,,,,,,,,,,,,,
mononucleosis,,,mononucleosis (glandular fever),,,,,,,,,,,,,,,,,,,,,,,,,
mumps,,,MUMPS,,,,72.9,,,,,,,,,,,,,,,,,,,,,
mumps,,VPD,MUMPS,,,,,,,,,,,,,,,,,,,,,,,,,
mumps,,,Mumps,,,,,,,viral,paramyxovirus,lymphatic-system,,,,,mumps,,,mumps$,,,https://en.wikipedia.org/wiki/Mumps,,,,,
mumps,,,Mumps,,,,072,,,viral,paramyxovirus,lymphatic-system,,,,,mumps,,,mumps$,,,https://en.wikipedia.org/wiki/Mumps,,,,,
mumps,,,mumps,,,,,,,viral,paramyxovirus,lymphatic-system,,,,,mumps,,,mumps$,,,https://en.wikipedia.org/wiki/Mumps,,,,,
murine-typhus,typhus,,"Typhus, Murine",,,,,,,,,,,,,,,,,,,,,,,,,
necrotizing-fasciitis,,,NECROTIZING FASCIITIS,,,,728.86,,,,,,,,,,,,,,,,,,,,,
necrotizing-fasciitis,,,NECROTIZING FASCIITIS,,,,728.8 6,,,,,,,,,,,,,,,,,,,,,
necrotizing-fasciitis,,Non VPD,NECROTIZING FASCIITIS (STREP.),,,,,,,,,,,,,,,,,,,,,,,,,
necrotizing-myositis,,,NECROTIZING MYOSITIS,,,,729.1,,,,,,,,,,,,,,,,,,,,,
newborn-diarrhea,,,"Diarrhoea of the newborn, epidemic",,764,,,,intestinal-infectious-disease,unspecified,unspecified,GI,,epidemic,,,,,,,,,,,,,,
newborn-diarrhea,,Intestinal infectious diseases,"Diarrhoea of the newborn, epidemic.",,009.1,,,,intestinal-infectious-disease,unspecified,unspecified,GI,,,,,diarrhea,,,neonatal diarrhea,,https://en.wikipedia.org/wiki/Intestinal_infectious_diseases,,,duplicate,,,
newborn-diarrhea,,Intestinal infectious diseases,Food poisoning (bacterial)(excludes Salmonella food poisioning),"Diarrhoea of the newborn, epidemic",,009.1,,,,,,,,,,,,,,,,,,,,,,
newborn-diarrhea,,,Diarrhoea (of newborn),,009.1,,,,intestinal-infectious-disease,unspecified,unspecified,GI,,,,,,,,,,,,,,,,
newborn-diarrhea,,,newborn diarrhoea,,,,,,intestinal-infectious-disease,unspecified,unspecified,GI,,,,,,,,,,,,,,,,
newborn-diarrhea,,,neo (natal?) diar.,,,,,,,,,,,,,,,,,,,,,,,,,
non-specific-urethritis,other-venereal-diseases,,Non-specific urethritis,,,,,,,unspecified,unspecified,urogenital,,,,,urethri,,,urethri,,,https://en.wikipedia.org/wiki/Non-gonococcal_urethritis#Non-specific_urethritis,,,,,
ophthalmia-neonatorum,,,opthal. neonatorum,,,,,,STI,bacterial,unspecified,ocular,eye,,,,,,,,,,https://en.wikipedia.org/wiki/Gonorrhea,https://en.wikipedia.org/wiki/Neonatal_conjunctivitis,,,,
ophthalmia-neonatorum,,,ophthalmia neonatorum,,,,,,STI,bacterial,unspecified,ocular,eye,,,,gonor|gonoc,,,gonoc.*eye,,,https://en.wikipedia.org/wiki/Neonatal_conjunctivitis,,,,,
ophthalmia-neonatorum,,,Ophthalmia neonatorum,,,,,,STI,bacterial,unspecified,ocular,eye,,,,gonor|gonoc,,,gonoc.*eye,,,https://en.wikipedia.org/wiki/Neonatal_conjunctivitis,,,,,
ophthalmia-neonatorum,,,Ophthalmia Neonatorum,,,,,,STI,bacterial,unspecified,ocular,eye,,,,gonor|gonoc,,,gonoc.*eye,,,https://en.wikipedia.org/wiki/Neonatal_conjunctivitis,,,,,
other-venereal-diseases,venereal-diseases,,Venereal diseases,Other venereal diseases,,,,,,,,,,,,,,,,,,,,,,,,
parainfluenza,,,para-influenza,,,,,,,,,,,,,,,,,,,,,,,,,
paralytic-shellfish-poisoning,,,paralytic shellfish poisoning,,,,,,,,,,,,,,,,,,,,,,,,,
parapertussis,,,PARAPERTUSSIS,,,,33.1,,,,,,,,,,,,,,,,,,,,,
parapertussis,,VPD,PARAPERTUSSIS,,,,,,,,,,,,,,,,,,,,,,,,,
parapertussis,,Respiratory Diseases and TB,PARAPERTUSSIS,,,,,,,,,,,,,,,,,,,,,,,,,
parasitic-diseases-other,,,"PARASITIC DISEASES, OTHER****",,,,120,,,,,,,,,,,,,,,,,,,,,
paratyphoid-A,paratyphoid-fever,,para. typh. abc A,,,,,,,,,,,,,,,,,,,,,,,,,
paratyphoid-B,paratyphoid-fever,,para. typh. abc B,,,,,,,,,,,,,,,,,,,,,,,,,
paratyphoid-C,paratyphoid-fever,,para. typh. abc C,,,,,,,,,,,,,,,,,,,,,,,,,
paratyphoid-fever,typhoid-paratyphoid-fever,,PARATYPHOID,,,,2.9,,,,,,,,,,,,,,,,,,,,,
paratyphoid-fever,typhoid-paratyphoid-fever,,Paratyphoid Fever - Case And Carrier,,,,,,,bacterial,Salmonella-enterica,unspecified,,,,,,,,,,,https://en.wikipedia.org/wiki/Paratyphoid_fever,,,,,
paratyphoid-fever,typhoid-paratyphoid-fever,Intestinal infectious diseases,Paratyphoid fever,,002,,,,intestinal-infectious-disease,bacterial,Salmonella-paratyphi,GI,,,,,,,,,,https://en.wikipedia.org/wiki/Intestinal_infectious_diseases,,,duplicate,,,
paratyphoid-fever,typhoid-paratyphoid-fever,Intestinal infectious diseases,Paratyphoid Fever,,002,,,,intestinal-infectious-disease,bacterial,Salmonella-paratyphi,GI,,,,,,,,,,https://en.wikipedia.org/wiki/Intestinal_infectious_diseases,,,duplicate,,,
paratyphoid-fever,typhoid-paratyphoid-fever,,Paratyphoid,,002,,,,intestinal-infectious-disease,bacterial,Salmonella-enterica,unspecified,,,,,paratyphoid,,,paratyphoid.*unspec,,,https://en.wikipedia.org/wiki/Paratyphoid_fever,,,,,
paratyphoid-fever,typhoid-paratyphoid-fever,,Paratyphoid,,,,002.1-002.9,,intestinal-infectious-disease,bacterial,Salmonella-enterica,unspecified,,,,,paratyphoid,,,paratyphoid.*unspec,,,https://en.wikipedia.org/wiki/Paratyphoid_fever,,,,,
paratyphoid-fever,typhoid-paratyphoid-fever,,Paratyphoid Fever,,,,,,intestinal-infectious-disease,bacterial,Salmonella-enterica,unspecified,,,,,,,,,,,,,duplicate,,,
paratyphoid-fever,typhoid-paratyphoid-fever,,para. typh.,,,,,,,bacterial,Salmonella-enterica,unspecified,,,,,,,,,,,https://en.wikipedia.org/wiki/Paratyphoid_fever,,,,,
paratyphoid-fever,typhoid-paratyphoid-fever,,paratyphoid fever,,,,,,intestinal-infectious-disease,bacterial,Salmonella-enterica,unspecified,,,,,,,,,,,,,duplicate,,,
paratyphoid-fever,typhoid-paratyphoid-fever,,Paratyphoid fever,,,,,,intestinal-infectious-disease,bacterial,Salmonella-enterica,unspecified,,,,,,,,,,,,,duplicate,,,
paratyphoid_unspecified,paratyphoid-fever,,para. typh. abc unspec,,,,,,,,,,,,,,,,,,,,,,,,,
pasteurella-multocida,,,PASTEURELLA MULTOCIDA,,,,27.2,,,,,,,,,,,,,,,,,,,,,
plague,,,Plague,,,,020,,,bacterial,Yersinia-pestis,unspecified,,,,,plague,,,plague,,,https://en.wikipedia.org/wiki/Plague_(disease),,,,,
plague,,,yersinosis (plague),,,,,,,,,,,,,,,,,,,,,,,,,
pneumococcal-invasive-disease,,VPD,PNEUMOCOCCAL INVASIVE DISEASE,,,,,,,,,,,,,,,,,,,,,,,,,
pneumococcal-meningitis,meningitis-bacterial,,BAC. MENINGITIS - PNEUM,,,,320.1,,,,,,,,,,,,,,,,,,,,,
pneumococcal-septic-arthritis,,,STREP.PNEUM.ARTHRITIS,,,,711,,,,,,,,,,,,,,,,,,,,,
pneumococcal-septicemia,,,PNEUM. SEPTICEMIA,,,,38.2,,,,,,,,,,,,,,,,,,,,,
pneumococcal-septicemia,,,PNEUM. SEPT I CEMIA,,,,38.2,,,,,,,,,,,,,,,,,,,,,
pneumonia,,,Pneumonia,,,,,,,unspecified,unspecified,respiratory,lungs,,,,pneumonia,,,,,,https://en.wikipedia.org/wiki/Pneumonia,,,,,
pneumonia,,,pneumonia (all forms),,,,,,,unspecified,unspecified,respiratory,lungs,,,,pneumonia,,,,,,https://en.wikipedia.org/wiki/Pneumonia,,,,,
poliomyelitis,,,"Poliomyelitis, epidemic",,,,,,,viral,poliovirus,unspecified,,epidemic,,,polio,,,^acute.poliomyelitis$,,,,,,,,
poliomyelitis,,,Poliomyelitis,,,,045,,,viral,poliovirus,unspecified,,,,,polio,,,^acute.poliomyelitis$,,,https://en.wikipedia.org/wiki/Polio,,,,,
poliomyelitis,,,Poliomyelitis,,,,,,,viral,poliovirus,unspecified,,,,,polio,,,^acute.poliomyelitis$,,,https://en.wikipedia.org/wiki/Polio,,,,,
poliomyelitis,,,polio,,,,,,,,,,,,,,,,,,,,,,,,,
poliomyelitis-with-paralysis,poliomyelitis,,"Poliomyelitis, epidemic",With paralysis,,,,,,,,,,,,,,,,,,,,,,,,
poliomyelitis-with-paralysis,poliomyelitis,,"Poliomyelitis, epidemic",With paralysis,,,,,,viral,poliovirus,unspecified,,epidemic,,,polio,,,^acute.poliomyelitis$,,,,,,,,
poliomyelitis-with-paralysis,poliomyelitis,,"Poliomyelitis, paralytic",,"080.0, 080.1",,,,,viral,poliovirus,unspecified,,,,,polio,,,acute.para,,,,,,,,
poliomyelitis-with-paralysis,poliomyelitis,,"Poliomyelitis, paralytic",,"080.0,080.1",,,,,viral,poliovirus,unspecified,,,,,polio,,,acute.para,,,,,,,,
poliomyelitis-with-paralysis,poliomyelitis,,polio P,,,,,,,,,,,,,,,,,,,,,,,,,
poliomyelitis-with-paralysis,poliomyelitis,,polio. par(alytic?),,,,,,,,,,,,,,,,,,,,,,,,,
poliomyelitis-with-paralysis,poliomyelitis,,Poliomyelitis (a) With Paralysis,,,,,,,viral,poliovirus,unspecified,,,,,polio,,,acute.para,,,https://en.wikipedia.org/wiki/Polio#Paralytic_polio,,,,,
poliomyelitis-without-paralysis,poliomyelitis,,"Poliomyelitis, epidemic",Without paralysis,,,,,,,,,,,,,,,,,,,,,,,,
poliomyelitis-without-paralysis,poliomyelitis,,"Poliomyelitis, epidemic",Without paralysis,,,,,,viral,poliovirus,unspecified,,epidemic,,,polio,,,^acute.poliomyelitis$,,,,,,,,
poliomyelitis-without-paralysis,poliomyelitis,,polio NP,,,,,,,,,,,,,,,,,,,,,,,,,
poliomyelitis-without-paralysis,poliomyelitis,,Poliomyelitis (b) Without Paralysis,,,,,,,viral,poliovirus,unspecified,,,,,polio,,,acute.nonpara,,,,,,,,
poliomyelitis-without-paralysis,poliomyelitis,,Poliomyelitis (Without Paralysis),,,,,,,viral,poliovirus,unspecified,,,,,polio,,,acute.nonpara,,,,,,,,
poliomyelitis-without-paralysis,poliomyelitis,,Poliomyelitis (b) without paralysis,,,,,,,viral,poliovirus,unspecified,,,,,polio,,,acute.nonpara,,,,,,,,
poliomyelitis_unspecified,poliomyelitis,,Poliomyelitis type not stated,,,,,,,viral,poliovirus,unspecified,,,other or unstated?,,polio,,,acute.polio.*ied,,,,,,,,
post-streptococcal-glomerulonephritis,,,STREPT GLOMERULONEPHRITIS,,,,580,,,,,,,,,,,,,,,,,,,,,
psittacosis,,,PSITTACOSIS,,,,73.9,,,,,,,,,,,,,,,,,,,,,
psittacosis,,,Psittacosis,,,,,,,,,,,,,,,,,,,,,,,,,
psittacosis,,,psittacosis,,,,,,,,,,,,,,,,,,,,,,,,,
psittacosis,,,psittacosis/ornithosis,,,,,,,,,,,,,,,,,,,,,,,,,
puerperal-fever,,,puerperal septicaemia,,,,,,,,,,,,,,,,,,,,,,,,,
puerperal-fever,,,Puerperal Fever,,,,,,,,,,,,,,,,,,,,,,,,,
puerperal-fever,,,Puerperal fever,,,,,,,,,,,,,,,,,,,,,,,,,
q-fever,,,Q FEVER,,,,83,,,,,,,,,,,,,,,,,,,,,
q-fever,,EMD and Zoonotics,Q FEVER,,,,,,,,,,,,,,,,,,,,,,,,,
q-fever,,,Q Fever,,,,,,,,,,,,,,,,,,,,,,,,,
q-fever,,,q fever,,,,,,,,,,,,,,,,,,,,,,,,,
rabies,,,RABIES,,,,A82.9,,,,,,,,,,,,,,,,,,,,,
rabies,,,Rabies,,,,,,,viral,RABV,CNS,,,,,rabies,,,^rabies,,,https://en.wikipedia.org/wiki/Rabies,,,,,
rabies,,,Rabies,,,,071,,,viral,RABV,CNS,,,,,rabies,,,^rabies,,,https://en.wikipedia.org/wiki/Rabies,,,,,
rabies,,,rabies,,,,,,,viral,RABV,CNS,,,,,rabies,,,^rabies,,,https://en.wikipedia.org/wiki/Rabies,,,,,
rabies-encephalomyelitis,,,rabies (encephalomyelitis),,,,,,,,,,,,,,,,,,,,,,,,,
rare-diseases,,,Rare Or Emerging Communicable Disease,,,,,,,,,,,,,,,,,,,,,,,,,
respiratory-synctial-virus,,,respiratory syncytial virus,,,,,,,,,,,,,,,,,,,,,,,,,
reye-syndrome,,,reye syndrome,,,,,,,,,,,,,,,,,,,,,,,,,
rheumatic-fever,,,RHEUMATIC FEVER,,,,391,,,,,,,,,,,,,,,,,,,,,
rickettsial-infection,,,Rickettsial Infection - including Rocky Mountain Spotted Fever,,,,,,,bacterial,Rickettsia,,,,,,,,,,,,,,,,,
rickettsial-infection_other,rickettsial-infection,,"RICKETTSIAL DISEASE, OTHER",,,,83.9,,,,,,,,,,,,,,,,,,,,,
rocky-mountain-spotted-fever,rickettsial-infection,,RICKETTSIA RICKETTSII,,,,82,,,,,,,,,,,,,,,,,,,,,
rubella,,Venereal diseases,Rubella(German Measles),,056,,,,,,,,,,,,,,,,,,,,,,,
rubella,,,RUBELLA,,,,56.9,,,,,,,,,,,,,,,,,,,,,
rubella,,,RUBELLA (confirmed),,,,056.9C,,,,,,,,,,,,,,,,,,,,,
rubella,,,Rubella (Includes Congenital Infection/Syndrome),,,,,,,viral,Rubella,skin,,,,,rubella,,,rubella.*measles.,,,https://en.wikipedia.org/wiki/Rubella,,,,,
rubella,,,Rubella,,,,,,,viral,Rubella,skin,,,,,rubella,,,rubella.*measles.,,,https://en.wikipedia.org/wiki/Rubella,,,,,
rubella,,Other virus diseases,Rubella (German measles),,056,,,,,viral,Rubella,skin,,,,,rubella,,,rubella.*measles.,,https://en.wikipedia.org/wiki/Viral_disease,https://en.wikipedia.org/wiki/Rubella,,,,,
rubella,,Other virus diseases,Rubella(German Measles),,056,,,,,,,,,,,,,,,,,,,,,,,
rubella,,,Rubella,,056,,,,,viral,Rubella,skin,,,,,rubella,,,rubella.*measles.,,,https://en.wikipedia.org/wiki/Rubella,,,,,
rubella,,,Rubella,,,,056,,,viral,Rubella,skin,,,,,rubella,,,rubella.*measles.,,,https://en.wikipedia.org/wiki/Rubella,,,,,
rubella,,,German Measles,,,,,,,viral,Rubella,skin,,,,,rubella,,,rubella.*meas.*,,,https://en.wikipedia.org/wiki/Rubella,,,,,
rubella,,,rubella,,,,,,,viral,Rubella,skin,,,,,rubella,,,rubella.*measles.,,,https://en.wikipedia.org/wiki/Rubella,,,,,
rubella,,,German measles (Rubella),,,,,,,viral,Rubella,skin,,,,,rubella,,,rubella.*meas.*,,,https://en.wikipedia.org/wiki/Rubella,,,,,
rubella,,,German measles,,,,,,,viral,Rubella,skin,,,,,rubella,,,rubella.*meas.*,,,https://en.wikipedia.org/wiki/Rubella,,,,,
rubella,,,Rubella (German measles),,,,,,,viral,Rubella,skin,,,,,rubella,,,rubella.*measles.,,,https://en.wikipedia.org/wiki/Rubella,,,,,
rubella,,,Rubella(German measles),,,,,,,viral,Rubella,skin,,,,,,,,,,,,,duplicate,,,
salmonellosis,,,SALMONELLA,,,,3,,,,,,,,,,,,,,,,,,,,,
salmonellosis,,Enterics,SALMONELLOSIS,,,,,,,,,,,,,,,,,,,,,,,,,
salmonellosis,,,Salmonellosis,,,,,,,bacterial,Salmonella,GI,,food-borne,,,food,salm,,,,,https://en.wikipedia.org/wiki/Foodborne_illness,https://en.wikipedia.org/wiki/Salmonellosis,,,,
salmonellosis,,,salmonellosis,,,,,,,bacterial,Salmonella,GI,,food-borne,,,food,salm,,,,,https://en.wikipedia.org/wiki/Foodborne_illness,https://en.wikipedia.org/wiki/Salmonellosis,,,,
salmonellosis,,,food poisoning C 'sal.',,,,,,,,,,,,,,,,,,,,,,,,,
salmonellosis,,,Salmonella,,,,,,intestinal-infectious-disease,bacterial,Salmonella,GI,,,,,salm,,,,,,https://en.wikipedia.org/wiki/Salmonellosis,,,,,
salmonellosis-food-borne,salmonellosis,,Food poisoning,Salmonella infections,,042.1,,,intestinal-infectious-disease,bacterial,Salmonella,GI,,food-borne,,,food,salm,,,,,https://en.wikipedia.org/wiki/Foodborne_illness,https://en.wikipedia.org/wiki/Salmonellosis,,,,
salmonellosis-food-borne,salmonellosis,,Food poisoning,Salmonella with food as vehicle of infection.,,042.1,,,intestinal-infectious-disease,bacterial,Salmonella,GI,,food-borne,,,food,salm,,,,,https://en.wikipedia.org/wiki/Foodborne_illness,https://en.wikipedia.org/wiki/Salmonellosis,,,,
salmonellosis-food-borne,salmonellosis,Intestinal infectious diseases,Other Salmonella infections with mention of food as vehicle.,,003.0,,,,intestinal-infectious-disease,bacterial,Salmonella_ex-typhi_ex-paratyphi,GI,,food-borne,,,salmonella,,,,,https://en.wikipedia.org/wiki/Intestinal_infectious_diseases,https://en.wikipedia.org/wiki/Salmonella,,,,,
salmonellosis-food-borne,salmonellosis,Intestinal infectious diseases,Other Salmonella infections with mentiod of food as a vehicle,,003.0,,,,,,,,,,,,,,,,,,,,,,,
salmonellosis-food-borne,salmonellosis,,Other Salmonella vehicle,Food,,003.0,,,intestinal-infectious-disease,bacterial,Salmonella_ex-typhi_ex-paratyphi,GI,,,,,salmonella,food,,,,,https://en.wikipedia.org/wiki/Salmonella,,,,,
salmonellosis-heidelberg,,,salm h.u.,,,,,,,,,,,,,,,,,,,,https://www.phac-aspc.gc.ca/cipars-picra/heidelberg/pdf/heidelberg_e.pdf,,Guessing that H.U. means Heidelberg Unspecified. Decided for simplicity not to nest within salmonellosis although this might not make sense biologically.,,,
salmonellosis-pb,salmonellosis,,salmonellosis pb,,,,,,,,,,,,,,,,,,,,,,,,,
salmonellosis-sal,salmonellosis,,salmonellosis sal,,,,,,,,,,,,,,,,,,,,,,,,,
salmonellosis_ex-food-borne,salmonellosis,Intestinal infectious diseases,Other Salmonella infections without mention of food as vehicle.,,003.9,,,,intestinal-infectious-disease,bacterial,Salmonella_ex-typhi_ex-paratyphi,GI,,ex-food-borne,,,salmonella,,,,,https://en.wikipedia.org/wiki/Intestinal_infectious_diseases,https://en.wikipedia.org/wiki/Salmonella,,,,,
salmonellosis_ex-food-borne,salmonellosis,Intestinal infectious diseases,Other Salmonella infections without mentiod of food as a vehicle,,003.9,,,,,,,,,,,,,,,,,,,,,,,
salmonellosis_ex-typhi_ex-paratyphi,salmonellosis,,Other Salmonella vehicle,Other,,003.9,,,intestinal-infectious-disease,bacterial,Salmonella_ex-typhi_ex-paratyphi,GI,,,,,salmonella,,,,,,https://en.wikipedia.org/wiki/Salmonella,,,,,
salmonellosis_ex-typhi_ex-paratyphi,salmonellosis,,Salmonellosis,,,,003,,intestinal-infectious-disease,bacterial,Salmonella_ex-typhi_ex-paratyphi,GI,,,,,salm,,,,,,https://en.wikipedia.org/wiki/Salmonellosis,,,,,
scabies,,,Scabies,,,,,,,,,,,,,,,,,,,,,,,,,
scarlet-fever,,,Scarlatina,,,,,,,bacterial,group-A-streptococcus,unspecified,,,,,scarlet.fever,,,scarlet.fever,,,https://en.wikipedia.org/wiki/Scarlet_fever,,,,,
scarlet-fever,,,Scarlet Fever,,,,,,,bacterial,group-A-streptococcus,unspecified,,,,,scarlet.fever,,,scarlet.fever,,,https://en.wikipedia.org/wiki/Scarlet_fever,,,,,
scarlet-fever,,,scarlet fever,,,,,,,bacterial,group-A-streptococcus,unspecified,,,,,scarlet.fever,,,scarlet.fever,,,https://en.wikipedia.org/wiki/Scarlet_fever,,,,,
scarlet-fever,,,Scarlet fever,,,,,,,bacterial,group-A-streptococcus,unspecified,,,,,scarlet.fever,,,scarlet.fever,,,https://en.wikipedia.org/wiki/Scarlet_fever,,,,,
schistosomiasis,,,SCHISTOSOMIASIS,,,,120,,,,,,,,,,,,,,,,,,,,,
septic-sore-throat,,,Septic Sore Throat,,,,,,,unspecified,unspecified,ENT,,,is this strep throat?,,,,,,,,https://en.wikipedia.org/wiki/Sore_throat,,,,,
septic-sore-throat,,,s.s.t. (strep. sore throat?),,,,,,,unspecified,unspecified,ENT,,,,,,,,,,,https://en.wikipedia.org/wiki/Sore_throat,,,,,
septic-sore-throat,,,Septic Sore Throat (epidemic),,,,,,,unspecified,unspecified,ENT,,epidemic,is this strep throat?,,,,,,,,https://en.wikipedia.org/wiki/Sore_throat,,,,,
severe-respiratory-illness,,,SEVERE RESPIRATORY ILLNESS,,,,79.99,,,,,,,,,,,,,,,,,,,,,
severe-respiratory-illness,,,Severe Respiratory Illness (Sri),,,,,,,,,respiratory,,,,,,,,,,,,,,,,
shellfish-poisoning,,,Shellfish Poisoning,,,,,,,,,,,,,,,,,,,,,,,,,
shigellosis,,,SHIGELLOSIS,,,,4,,,,,,,,,,,,,,,,,,,,,
shigellosis,,Enterics,SHIGELLOSIS,,,,,,,,,,,,,,,,,,,,,,,,,
shigellosis,,,Shigellosis,,,,,,intestinal-infectious-disease,bacterial,Shigella,GI,,,,,,,,,,,https://en.wikipedia.org/wiki/Bacillary_dysentery,,,,,
shigellosis,,,Shingellosis,,,,004,,,bacterial,Shigella,GI,,,,,,,,,,,,,,,,
shigellosis,,,shigella he.,,,,,,,,,,,,,,,,,,,,,,,,,
shigellosis,,,shigellosis,,,,,,intestinal-infectious-disease,bacterial,Shigella,GI,,,,,,,,,,,https://en.wikipedia.org/wiki/Bacillary_dysentery,,,,,
shigellosis-staphylococcal,,,SHIGELLOSIS STAPHYLOCOCCAL,,,,004 005.0,,,,,,,,,,,,,,,,,,,,,
shingles,,,herpes zoster,,,,,,,,,,,,,,,,,,,,,,,,,
smallpox,,,SMALLPOX,,,,50.9,,,,,,,,,,,,,,,,,,,,,
smallpox,,,Smallpox,,,,,,,viral,Variola,skin,,,,,smallpox,,,^smallpox,,,https://en.wikipedia.org/wiki/Smallpox,,,,,
smallpox,,,Smallpox,,,,050,,,viral,Variola,skin,,,,,smallpox,,,^smallpox,,,https://en.wikipedia.org/wiki/Smallpox,,,,,
smallpox,,,Small-pox,,,,,,,viral,Variola,skin,,,,,smallpox,,,^smallpox,,,https://en.wikipedia.org/wiki/Smallpox,,,,,
smallpox,,,smallpox,,,,,,,viral,Variola,skin,,,,,smallpox,,,^smallpox,,,https://en.wikipedia.org/wiki/Smallpox,,,,,
smallpox,,,Small Pox,,,,,,,,,,,,,,,,,,,,,,,,,
snowshoe-hare-virus,,,Snowshoe Hare Virus Infection,,,,,,,,,,,,,,,,,,,,,,,,,
sore-throat,,,Epidemic Sore Throat,,,,,,,,,,throat,epidemic,,,,,,,,,,,,,,
sore-throat,,,Sore throat - epidemic,,,,,,,,,,throat,epidemic,,,,,,,,,,,,,,
sore-throat,,,Sore Throat (epidemic),,,,,,,,,,throat,epidemic,,,,,,,,,,,,,,
sore-throat,,,Sore Throat - epidemic,,,,,,,,,,throat,epidemic,,,,,,,,,,,,,,
staph-aureus,,,STAPHYLOCOCCUS AUREUS,,,,785.5,,,,,,,,,,,,,,,,,,,,,
staphylococcal-food-poisoning,food-poisoning,,STAPHYLOCOCCAL,,,,5,,,,,,,,,,,,,,,,,,,,,
staphylococcal-food-poisoning,food-poisoning,,STAPH FOOD POISON,,,,5,,,,,,,,,,,,,,,,,,,,,
staphylococcal-food-poisoning,food-poisoning,,Food poisoning,strep-scarlet-fever intoxication,,049.0,,,intestinal-infectious-disease,bacterial,Staphylococcus,GI,,food-borne,,,food,,,,,,https://en.wikipedia.org/wiki/Foodborne_illness,,,,,
staphylococcal-food-poisoning,food-poisoning,Intestinal infectious diseases,Food poisoning (bacterial)(excludes Salmonella food poisioning),Staphylococcal,,005.0,,,,,,,,,,,,,,,,,,,,,,
staphylococcal-food-poisoning,food-poisoning,,Food Poisoning (bacterial),Staphylococcal,,005.0,,,intestinal-infectious-disease,bacterial,Staphylococcus,GI,,food-borne,,,food,,,,,,,,,,,
staphylococcal-food-poisoning,food-poisoning,,food poisoning staphylococcus,,,,,,,,,,,,,,,,,,,,,,,,,
staphylococcal-food-poisoning_ex-salmonella,food-poisoning,Intestinal infectious diseases,Food poisoning (bacterial) (excludes Salmonella food poisoning),Staphylococcal,,005.0,,,intestinal-infectious-disease,bacterial,Staphylococcus,GI,,food-borne,,,food,,,,,https://en.wikipedia.org/wiki/Intestinal_infectious_diseases,,,,,,
staphylococcal-meningitis,meningitis-bacterial,,BAC. MENINGITIS - STAPH,,,,320.3,,,,,,,,,,,,,,,,,,,,,
staphylococcal-toxic-shock,,,STAPH TOXIC SHOCK,,,,785.5,,,,,,,,,,,,,,,,,,,,,
staphylococcal-toxic-shock,,Non VPD,STAPH. TOXIC SHOCK,,,,,,,,,,,,,,,,,,,,,,,,,
